Date,T_degC,PO4uM,SiO3uM,NO2uM,NO3uM,Salnty,O2ml_L
01/15/2010,14.59,0.55,2.00,0.01,1.70,33.24,6.05
07/14/2005,14.62,2.00,19.50,0.10,18.10,34.11,2.11
04/19/2001,14.63,0.35,3.00,0.00,0.00,33.17,6.08
03/17/2009,14.65,0.28,2.00,0.00,0.00,33.16,6.12
03/28/2004,14.67,0.49,2.00,0.00,0.00,33.42,5.96
01/07/2016,14.70,0.24,1.90,0.00,0.00,33.36,5.91
07/19/2016,14.70,0.31,4.00,0.16,0.20,33.35,5.77
04/11/2007,14.72,0.39,1.30,0.00,0.20,32.99,6.24
02/01/2002,14.73,0.47,3.00,0.00,0.00,33.48,6.79
04/06/2001,14.75,0.35,3.00,0.00,0.00,33.33,6.07
01/09/2005,14.75,0.56,4.00,0.03,0.20,33.58,5.81
04/17/2011,14.75,0.49,2.00,0.04,0.70,33.53,5.90
01/15/2000,14.77,0.40,6.00,0.05,0.70,33.63,5.43
10/30/2003,14.77,0.47,1.00,0.00,0.00,33.42,5.92
05/02/2010,14.77,0.51,2.00,0.00,0.20,32.97,6.05
07/26/2016,14.77,0.24,1.00,0.01,0.00,33.19,6.12
04/29/2010,14.78,0.51,2.00,0.00,0.20,32.97,6.05
04/10/2001,14.80,0.32,3.00,0.00,0.00,33.31,5.78
10/18/2018,14.80,2.23,23.50,0.09,23.00,34.21,1.35
11/06/2016,14.81,0.28,3.00,0.10,0.00,33.37,5.95
04/27/2010,14.82,0.51,2.00,0.00,0.30,32.98,6.03
04/28/2010,14.82,0.51,2.00,0.00,0.30,32.98,6.03
06/16/2018,14.82,0.30,2.60,0.00,0.10,33.76,5.47
07/20/2003,14.84,0.44,2.00,0.00,0.00,33.35,6.42
01/27/2011,14.85,0.40,0.00,0.00,0.00,33.64,6.61
04/03/2016,14.86,0.24,1.00,0.01,0.00,33.19,6.13
01/06/2004,14.87,0.76,9.10,0.15,3.20,33.75,5.71
03/17/2009,14.87,0.36,1.00,0.02,0.20,33.27,6.16
03/09/2009,14.89,0.30,2.00,0.00,0.00,33.18,5.84
11/05/2010,14.89,0.62,5.00,0.05,1.70,33.58,5.90
03/18/2009,14.90,0.36,1.00,0.02,0.10,33.27,6.14
11/04/2010,14.90,0.62,5.00,0.05,1.70,33.58,5.88
02/05/2014,14.91,0.79,3.00,0.07,0.00,33.15,5.99
11/07/2010,14.95,0.66,5.00,0.04,1.60,33.56,5.71
11/08/2010,14.95,0.66,5.00,0.04,1.60,33.56,5.71
04/11/2003,14.99,0.50,2.10,0.01,0.10,33.61,6.04
07/24/2019,15.01,0.25,1.90,0.00,0.30,33.74,5.52
07/20/2013,15.02,0.47,1.10,0.00,0.00,33.28,6.11
10/19/2011,15.03,0.80,6.00,0.07,3.70,33.61,5.88
03/26/2008,15.06,0.36,1.00,0.00,0.00,33.58,6.59
04/09/2011,15.06,0.51,1.00,0.00,0.90,33.17,5.83
04/10/2011,15.06,0.51,1.00,0.00,0.90,33.17,5.83
04/20/2011,15.06,0.47,2.00,0.03,0.60,33.51,5.93
11/07/2016,15.06,0.27,3.00,0.10,0.00,33.37,5.93
04/11/2011,15.07,0.51,1.00,0.02,1.00,33.17,5.83
04/12/2011,15.07,0.51,1.00,0.02,1.00,33.17,5.83
04/13/2011,15.07,0.50,1.00,0.02,1.10,33.18,5.81
08/12/2011,15.07,0.50,1.00,0.02,1.10,33.20,5.80
02/08/2018,15.07,0.05,1.20,0.00,0.00,33.75,5.52
01/24/2007,15.08,0.44,1.00,0.02,1.50,33.28,6.42
04/07/2004,15.10,0.47,2.00,0.00,0.00,33.45,6.12
04/14/2017,15.10,0.32,1.90,0.00,0.00,33.86,6.08
11/05/2005,15.11,0.62,6.10,0.02,0.20,33.62,6.15
04/21/2011,15.11,0.48,2.00,0.03,0.60,33.50,5.93
03/25/2008,15.12,0.55,1.00,0.00,0.00,33.58,6.63
11/16/2002,15.13,0.52,1.10,0.01,0.10,33.36,5.92
04/22/2011,15.13,0.49,2.00,0.03,0.50,33.50,5.93
04/24/2011,15.13,0.49,3.00,0.04,0.50,33.51,5.91
08/11/2017,15.14,0.68,7.00,0.07,5.70,33.57,4.59
11/03/2007,15.16,0.32,2.10,0.00,0.00,33.12,5.73
11/17/2014,15.16,0.43,0.10,0.00,0.00,33.37,6.27
08/05/2017,15.17,0.17,2.00,0.00,0.00,33.29,6.12
03/16/2009,15.18,0.28,2.00,0.00,0.00,33.15,6.12
03/16/2009,15.20,0.33,2.00,0.00,0.00,33.15,5.33
04/07/2017,15.21,0.32,3.20,0.01,0.00,33.54,5.75
11/15/2002,15.22,0.51,1.00,0.00,0.00,33.36,5.92
04/27/2005,15.26,0.68,4.00,0.06,0.80,33.71,5.62
04/15/2013,15.26,0.40,1.00,0.00,0.00,33.38,5.84
10/27/2001,15.27,0.84,5.60,0.09,2.90,33.70,5.15
01/27/2011,15.27,0.38,0.00,0.00,0.00,33.64,6.86
01/28/2011,15.27,0.38,0.00,0.00,0.00,33.64,6.86
07/09/2014,15.31,0.39,2.00,0.00,0.00,33.45,7.10
04/15/2007,15.33,0.36,2.00,0.00,0.00,32.88,5.97
07/30/2009,15.35,0.28,2.00,0.00,0.00,33.12,6.08
04/05/2002,15.37,0.53,2.30,0.01,0.20,33.61,5.86
07/18/2016,15.39,0.30,4.50,0.09,0.10,33.40,5.93
10/18/2000,15.40,0.32,3.00,0.00,0.30,33.46,5.96
01/14/2000,15.43,0.30,4.40,0.02,0.20,33.62,5.67
03/21/2009,15.43,0.30,0.00,0.01,0.40,33.62,6.26
01/27/2007,15.44,0.41,1.00,0.01,0.90,33.23,6.07
02/04/2012,15.44,0.38,3.00,0.00,0.00,33.47,6.13
04/20/2000,15.46,0.51,16.00,0.00,0.60,33.60,6.02
03/27/2012,15.46,0.49,4.30,0.01,1.60,33.55,4.91
07/15/2005,15.47,0.98,9.00,0.38,4.70,33.83,4.51
01/14/2013,15.47,0.45,2.10,0.09,2.30,33.60,5.29
01/19/2016,15.48,0.26,1.00,0.04,0.00,33.44,5.95
04/10/2013,15.50,0.41,1.00,0.00,0.00,33.38,5.83
01/18/2001,15.54,0.32,2.00,0.00,0.00,33.49,5.98
04/10/2016,15.57,0.28,1.00,0.00,0.00,33.30,5.95
11/17/2007,15.58,0.30,2.00,0.00,0.00,33.11,5.85
11/05/2007,15.59,0.33,2.00,0.00,0.00,33.11,5.73
11/16/2017,15.59,0.08,1.10,0.00,0.00,33.50,5.94
10/23/2006,15.60,0.39,3.00,0.00,1.40,33.39,6.29
01/22/2015,15.60,0.19,3.80,0.04,0.70,33.42,5.91
07/06/2007,15.61,0.33,1.00,0.00,0.00,32.84,6.01
01/20/2016,15.63,0.26,1.00,0.04,0.00,33.44,5.97
03/26/2012,15.64,0.47,4.00,0.00,1.30,33.55,4.91
04/08/2008,15.66,0.22,0.00,0.00,0.00,33.59,6.50
01/10/2009,15.66,0.33,1.00,0.00,0.00,33.52,6.13
03/22/2009,15.66,0.30,1.00,0.00,0.00,33.53,6.16
03/08/2009,15.68,0.28,2.00,0.00,0.00,33.11,5.71
04/05/2018,15.73,1.43,14.60,0.06,15.50,34.12,2.49
11/02/2006,15.74,0.44,3.00,0.00,1.30,33.28,6.20
11/03/2006,15.74,0.44,3.00,0.00,1.30,33.28,6.20
08/27/2008,15.75,0.28,2.00,0.00,0.00,33.12,5.95
04/18/2013,15.75,0.42,1.00,0.00,0.00,33.39,5.81
03/27/2004,15.76,0.44,2.00,0.00,0.00,33.49,6.02
07/05/2007,15.76,0.31,1.50,0.00,0.00,32.84,5.93
01/23/2008,15.77,0.25,1.00,0.00,0.00,33.60,6.53
04/19/2013,15.77,0.42,1.00,0.00,0.00,33.39,5.81
04/06/2008,15.78,0.22,0.00,0.00,0.00,33.61,6.52
11/11/2015,15.78,0.31,5.00,0.02,0.00,33.38,5.98
04/16/2013,15.79,0.42,1.00,0.00,0.00,33.40,5.83
04/17/2013,15.79,0.42,1.00,0.00,0.00,33.40,5.83
08/06/2017,15.79,0.16,2.20,0.00,0.00,33.31,6.06
11/18/2004,15.81,0.44,1.10,0.00,0.00,33.52,6.04
04/13/2017,15.81,0.24,1.00,0.00,0.00,33.64,6.22
04/20/2018,15.81,0.20,1.20,0.00,0.00,33.52,5.91
07/09/2006,15.84,0.30,2.00,0.01,0.00,32.87,5.78
07/08/2006,15.85,0.30,2.00,0.01,0.00,32.83,6.37
07/12/2006,15.85,0.30,2.00,0.01,0.00,32.81,6.30
07/13/2006,15.85,0.30,2.00,0.01,0.10,32.81,6.30
11/18/2007,15.85,0.30,2.00,0.00,0.00,33.11,5.82
07/16/2009,15.85,0.39,3.00,0.00,0.00,33.60,6.08
07/14/2006,15.86,0.30,2.00,0.00,0.60,32.81,6.29
07/17/2006,15.86,0.30,2.00,0.00,0.60,32.81,6.29
07/13/2013,15.88,0.45,1.00,0.00,0.00,33.24,6.01
04/18/2001,15.89,0.32,3.00,0.00,0.00,33.23,5.92
07/16/2001,15.89,0.51,3.10,0.18,0.10,33.53,5.90
07/14/2013,15.89,0.45,1.00,0.00,0.00,33.24,6.01
04/13/2001,15.91,0.32,3.00,0.00,0.80,33.46,5.94
04/10/2002,15.91,0.55,2.50,0.01,0.60,33.63,6.05
07/07/2007,15.92,0.28,2.00,0.00,0.00,32.84,5.86
07/15/2004,15.93,0.44,1.00,0.00,0.00,33.52,6.05
10/29/2003,15.94,0.47,1.00,0.00,0.00,33.40,5.83
07/17/2005,15.94,0.44,2.10,0.01,0.00,33.48,5.92
10/30/2000,15.95,0.45,2.00,0.00,0.00,33.43,5.93
04/14/2007,15.96,0.30,2.00,0.00,0.00,32.87,5.86
11/06/2007,15.96,0.29,2.00,0.00,0.00,33.08,5.63
11/09/2007,15.96,0.30,2.00,0.00,0.00,33.07,5.64
11/11/2007,15.96,0.30,2.00,0.00,0.00,33.07,5.64
11/07/2007,15.97,0.28,2.00,0.00,0.00,33.08,5.61
11/08/2007,15.97,0.28,2.00,0.00,0.00,33.08,5.61
03/28/2002,16.00,0.62,2.50,0.02,0.50,33.54,6.11
07/14/2012,16.01,0.32,2.00,0.00,0.00,33.46,6.83
11/14/2002,16.02,0.51,1.90,0.00,0.00,33.41,5.96
11/18/2019,16.03,0.31,2.90,0.00,0.00,33.46,6.13
11/07/2004,16.04,0.40,1.00,0.00,0.00,33.41,6.02
07/22/2009,16.05,0.25,2.00,0.00,0.00,33.09,5.84
07/15/2001,16.07,0.51,3.00,0.17,0.00,33.52,5.92
07/15/2013,16.08,0.45,1.00,0.00,0.00,33.20,5.97
10/12/2000,16.09,0.32,4.00,0.00,0.60,33.62,6.00
07/10/2005,16.09,0.44,2.00,0.01,0.00,33.46,5.93
04/19/2005,16.11,0.48,2.00,0.00,0.00,33.70,5.21
01/17/2011,16.11,0.36,0.00,0.00,0.10,33.64,5.60
06/13/2018,16.11,0.35,2.00,0.00,0.00,33.45,6.04
01/30/2003,16.12,0.49,2.00,0.01,0.00,33.18,5.80
06/30/2007,16.12,0.30,2.00,0.00,0.00,33.11,5.78
07/01/2007,16.12,0.30,2.00,0.00,0.00,33.11,5.78
01/17/2011,16.12,0.34,0.00,0.00,0.10,33.64,5.84
04/03/2012,16.15,0.40,1.40,0.03,2.70,33.64,5.71
02/10/2003,16.16,0.48,2.00,0.00,0.00,33.60,6.05
01/31/2002,16.19,0.42,5.00,0.01,0.00,33.59,6.67
04/14/2000,16.21,0.32,6.00,0.00,0.30,33.67,5.97
04/15/2000,16.21,0.43,6.00,0.00,0.30,33.67,6.02
11/06/2001,16.21,1.00,2.10,0.03,0.10,33.51,5.95
07/17/2016,16.22,0.28,5.00,0.01,0.00,33.43,6.05
11/05/2019,16.22,0.17,2.50,0.00,0.40,33.53,5.67
07/18/2014,16.23,0.26,3.00,0.03,0.00,33.54,6.20
08/19/2008,16.24,0.44,3.00,0.00,0.80,33.59,6.13
03/11/2009,16.25,0.30,2.00,0.00,0.00,33.15,5.70
10/19/2018,16.25,1.82,16.60,0.25,17.90,34.17,1.75
07/15/2012,16.27,0.34,2.00,0.00,0.00,33.46,6.82
07/26/2009,16.30,0.22,2.00,0.00,0.00,33.12,5.88
07/13/2000,16.31,0.35,4.00,0.00,0.70,33.57,6.00
11/18/2005,16.31,0.54,2.00,0.00,0.00,33.70,5.90
07/21/2004,16.35,0.42,1.00,0.00,0.00,33.51,6.09
04/01/2008,16.35,0.14,0.00,0.00,0.00,33.60,6.29
08/26/2008,16.35,0.30,2.00,0.00,0.00,33.13,5.77
07/17/2013,16.35,0.45,1.00,0.00,0.00,33.17,5.92
11/13/2002,16.36,0.51,2.00,0.00,0.00,33.43,5.91
07/26/2009,16.37,0.25,2.00,0.00,0.00,33.13,5.99
07/28/2009,16.37,0.25,2.00,0.00,0.00,33.13,6.01
10/26/2001,16.38,0.76,4.60,0.08,1.70,33.70,5.54
11/05/2001,16.38,1.00,2.00,0.03,0.00,33.51,5.89
03/25/2012,16.39,0.32,2.00,0.00,0.00,33.54,4.89
03/28/2012,16.39,0.32,2.00,0.00,0.00,33.54,4.89
07/16/2013,16.42,0.45,1.10,0.00,0.00,33.17,5.91
11/03/2003,16.43,0.55,8.10,0.08,0.80,33.75,6.36
11/17/2005,16.43,0.54,2.00,0.00,0.00,33.70,5.90
01/23/2001,16.44,0.35,2.00,0.00,0.00,33.46,5.78
07/20/2004,16.44,0.42,1.00,0.00,0.00,33.50,6.09
11/04/2001,16.46,0.63,2.00,0.00,0.10,33.51,5.81
08/01/2010,16.51,0.42,1.00,0.02,0.20,33.11,5.69
01/17/2001,16.52,0.32,2.00,0.00,0.20,33.53,5.82
11/25/2002,16.53,0.49,2.00,0.01,0.00,33.22,5.62
04/08/2000,16.54,0.29,3.00,0.00,0.30,33.53,5.81
04/09/2000,16.54,0.29,3.00,0.00,0.30,33.53,6.19
01/16/2001,16.54,0.27,2.00,0.00,0.00,33.53,5.76
01/21/2001,16.54,0.27,2.00,0.00,0.00,33.49,5.75
01/22/2001,16.54,0.27,2.00,0.00,0.00,33.49,5.84
01/13/2000,16.57,0.24,4.00,0.00,0.00,33.61,5.89
04/09/2001,16.57,0.59,3.00,0.00,0.00,33.42,5.87
04/09/2001,16.57,0.35,3.00,0.00,0.00,33.42,5.76
04/06/2014,16.57,0.41,0.90,0.00,0.00,33.60,5.98
08/01/2009,16.58,0.28,2.00,0.00,0.00,33.14,5.76
07/30/2010,16.58,0.42,1.00,0.00,0.00,33.11,5.77
07/31/2010,16.58,0.42,1.00,0.00,0.00,33.11,5.77
07/31/2009,16.59,0.28,2.00,0.00,0.00,33.14,5.77
08/02/2009,16.59,0.28,2.00,0.00,0.00,33.14,5.80
07/19/2009,16.60,0.22,2.00,0.00,0.00,33.50,6.05
11/02/2003,16.62,0.54,8.00,0.07,0.70,33.75,6.42
11/12/2002,16.63,0.51,2.00,0.00,0.00,33.45,5.87
08/03/2010,16.63,0.44,1.00,0.00,0.00,33.11,5.72
10/26/2011,16.64,0.68,2.80,0.00,0.50,33.58,5.84
11/11/2002,16.65,0.51,2.00,0.00,0.00,33.45,5.86
10/19/2008,16.67,0.25,1.00,0.00,0.00,33.50,6.36
08/04/2010,16.67,0.45,1.00,0.00,0.00,33.11,5.67
02/10/2018,16.67,0.04,0.30,0.00,0.00,33.75,5.83
07/08/2007,16.68,0.28,2.00,0.00,0.00,32.85,5.87
08/05/2010,16.68,0.45,1.00,0.00,0.00,33.11,5.67
11/11/2013,16.69,1.01,3.00,0.06,0.00,33.13,5.66
07/21/2019,16.70,0.39,1.40,0.08,0.20,33.51,5.34
07/22/2015,16.72,0.17,6.00,0.00,0.00,33.43,6.43
10/23/2000,16.73,0.27,3.00,0.00,0.30,33.41,5.81
11/24/2002,16.73,0.49,2.00,0.02,0.00,33.26,5.55
08/08/2010,16.73,0.42,1.00,0.01,0.00,33.11,5.70
08/09/2010,16.73,0.42,1.00,0.01,0.00,33.11,5.70
11/23/2002,16.74,0.49,2.00,0.02,0.00,33.26,5.55
10/20/2018,16.74,1.02,8.00,0.30,9.30,34.15,3.55
07/09/2000,16.76,0.32,3.00,0.00,0.00,33.56,5.76
11/10/2002,16.76,0.49,2.00,0.00,0.00,33.45,6.14
11/10/2013,16.76,0.93,3.00,0.03,0.00,33.13,5.65
07/11/2001,16.78,0.32,3.00,0.00,0.00,33.68,5.78
07/08/2000,16.80,0.21,3.00,0.00,0.00,33.56,5.76
01/13/2001,16.82,0.27,2.00,0.00,0.00,33.72,5.82
07/06/2002,16.82,0.52,2.00,0.02,0.00,33.43,5.67
07/21/2009,16.82,0.30,2.00,0.00,0.00,33.13,5.70
11/09/2013,16.82,0.82,3.00,0.01,0.00,33.13,5.64
04/09/2002,16.83,0.51,2.00,0.00,0.00,33.63,5.95
10/25/2001,16.84,0.72,4.10,0.09,1.00,33.70,5.84
04/10/2003,16.84,0.47,2.00,0.00,0.00,33.60,5.78
11/12/2013,16.84,0.81,2.90,0.03,0.00,33.13,5.61
07/03/2000,16.85,0.35,5.00,0.00,0.00,33.57,5.85
07/26/2001,16.85,0.72,4.00,0.09,0.90,33.70,5.87
07/24/2009,16.85,0.30,2.00,0.00,0.00,33.13,5.70
07/02/2000,16.87,0.21,5.00,0.00,0.10,33.58,5.85
04/07/2019,16.88,0.42,4.30,0.01,0.10,33.99,4.82
07/18/2013,16.89,0.45,2.00,0.00,0.00,33.16,5.86
07/19/2013,16.89,0.45,2.00,0.00,0.00,33.16,5.86
07/11/2002,16.92,0.52,2.00,0.01,0.00,33.40,5.68
01/19/2008,16.92,0.22,0.50,0.00,0.00,33.61,6.49
04/11/2001,16.93,0.35,3.00,0.00,1.10,33.44,5.74
04/12/2001,16.93,0.29,2.00,0.00,1.80,33.44,5.79
04/12/2001,16.93,0.27,3.00,0.00,1.50,33.45,5.72
04/17/2001,16.95,0.32,3.00,0.00,0.00,33.27,5.72
10/17/2000,16.98,0.32,3.00,0.00,0.30,33.49,5.75
11/22/2002,16.98,0.49,2.00,0.00,0.00,33.28,5.67
10/16/2000,16.99,0.27,3.00,0.00,0.30,33.48,5.74
11/13/2013,17.00,0.76,2.00,0.21,0.00,33.14,5.42
11/14/2013,17.00,0.76,2.00,0.21,0.00,33.14,5.42
04/07/2019,17.00,0.41,4.00,0.01,0.00,33.99,4.91
07/11/2002,17.01,0.56,2.00,0.00,0.00,33.42,5.69
11/24/2013,17.01,0.42,1.00,0.00,0.00,33.22,5.63
11/12/2015,17.01,0.21,4.60,0.01,0.00,33.40,6.07
04/16/2001,17.03,0.35,3.00,0.00,0.00,33.27,5.73
01/20/2000,17.05,0.29,4.00,0.00,0.10,33.63,5.77
04/04/2002,17.05,0.51,2.00,0.00,0.00,33.59,5.83
07/05/2002,17.05,0.51,2.00,0.03,0.00,33.45,5.58
01/12/2001,17.06,0.29,2.00,0.00,0.00,33.67,5.77
07/10/2001,17.07,0.24,3.00,0.00,0.00,33.65,5.80
07/04/2002,17.07,0.40,2.00,0.01,0.00,33.45,5.71
11/19/2005,17.07,0.51,2.00,0.00,0.00,33.64,5.94
07/25/2001,17.08,0.68,3.00,0.04,0.90,33.71,5.79
11/20/2013,17.08,0.41,1.00,0.00,0.00,33.22,5.62
11/08/2015,17.10,0.24,2.00,0.01,0.00,33.43,5.93
07/29/2003,17.13,0.45,2.00,0.00,0.00,33.58,5.81
01/15/2013,17.13,0.33,0.60,0.04,0.90,33.59,5.34
11/22/2013,17.14,0.40,1.00,0.00,0.00,33.23,5.61
04/09/2002,17.15,0.51,2.00,0.00,0.00,33.62,5.76
04/08/2002,17.16,0.51,2.00,0.00,0.00,33.62,5.74
02/10/2006,17.16,0.42,2.00,0.00,0.00,33.85,5.53
02/08/2019,17.17,0.46,6.10,0.10,0.00,34.13,4.27
01/12/2000,17.18,0.16,3.00,0.00,0.00,33.61,5.89
06/18/2018,17.18,0.20,1.00,0.00,0.00,33.76,5.84
11/23/2013,17.19,0.40,1.00,0.00,0.00,33.23,5.61
11/22/2017,17.19,0.09,1.00,0.00,0.00,33.49,5.94
10/21/2012,17.20,0.23,1.10,0.00,0.10,33.65,5.64
04/22/2018,17.20,0.11,1.00,0.00,0.20,33.51,6.05
07/11/2005,17.21,0.41,2.70,0.01,0.00,33.58,5.85
02/09/2018,17.21,0.00,0.00,0.00,0.00,33.75,5.84
07/14/2001,17.22,0.75,3.00,0.09,0.40,33.55,5.81
11/19/2009,17.22,0.28,2.00,0.00,0.00,33.64,5.52
04/20/2005,17.24,0.44,2.00,0.00,0.00,33.68,5.59
10/29/2000,17.25,0.67,3.00,0.00,0.00,33.37,5.72
04/23/2001,17.25,0.37,3.00,0.00,0.00,33.26,5.71
04/19/2003,17.25,0.49,1.00,0.00,0.00,33.32,6.08
10/21/2000,17.35,0.27,3.00,0.00,0.30,33.44,5.78
04/19/2005,17.35,0.44,2.00,0.00,0.00,33.68,5.51
07/12/2015,17.35,0.24,2.00,0.01,0.00,33.43,5.90
04/01/2016,17.36,0.26,1.00,0.00,0.00,33.27,5.67
03/26/2004,17.38,0.46,2.90,0.00,0.00,33.53,5.85
07/17/2009,17.42,0.30,2.00,0.00,0.10,33.35,5.70
11/12/2009,17.44,0.33,3.00,0.02,0.30,33.62,5.79
07/20/2016,17.44,0.24,4.00,0.00,0.00,33.41,5.92
11/17/2017,17.44,0.12,1.00,0.00,0.00,33.51,5.91
02/07/2019,17.44,0.46,6.00,0.10,0.00,34.13,4.28
11/08/2009,17.46,0.28,3.00,0.01,0.20,33.66,5.74
04/17/2015,17.47,0.23,1.10,0.00,0.00,33.51,5.82
07/14/2019,17.48,0.24,2.30,0.00,0.00,33.47,6.07
07/08/2013,17.49,0.40,1.00,0.00,0.00,33.23,5.60
07/09/2013,17.49,0.40,1.00,0.00,0.00,33.23,5.60
07/25/2019,17.49,0.13,0.00,0.00,0.00,33.74,5.84
01/23/2009,17.50,0.25,1.00,0.00,0.00,33.56,5.87
04/08/2017,17.50,0.28,3.60,0.01,0.00,33.57,5.69
04/21/2018,17.51,0.11,1.00,0.00,0.20,33.54,6.02
04/22/2001,17.54,0.40,3.00,0.00,0.00,33.27,5.70
01/11/2000,17.55,0.18,3.00,0.00,0.00,33.62,5.83
01/11/2001,17.56,0.29,2.00,0.00,0.00,33.52,5.77
08/02/2011,17.56,0.35,0.70,0.01,0.20,33.63,3.70
10/28/2000,17.59,0.45,3.00,0.00,0.00,33.35,5.75
04/18/2003,17.59,0.49,1.00,0.00,0.00,33.39,6.00
02/09/2003,17.60,0.47,2.00,0.00,0.00,33.58,5.76
07/19/2003,17.60,0.48,2.00,0.00,0.00,33.46,5.73
10/24/2008,17.60,0.28,1.00,0.00,0.00,33.62,6.00
11/20/2005,17.62,0.49,2.00,0.00,0.00,33.71,5.92
01/10/2001,17.64,0.35,3.00,0.00,0.00,33.32,5.69
07/15/2009,17.68,0.28,0.00,0.00,0.00,33.60,5.52
11/15/2009,17.68,0.28,3.00,0.01,0.20,33.66,5.81
01/11/2009,17.71,0.22,1.00,0.00,0.00,33.62,5.91
02/01/2015,17.71,0.28,0.50,0.00,0.00,33.68,5.93
04/09/2003,17.72,0.48,1.50,0.00,0.00,33.61,5.62
01/19/2000,17.73,0.29,5.00,0.00,0.10,33.63,5.74
02/08/2003,17.73,0.47,2.00,0.00,0.00,33.58,5.72
07/20/2014,17.73,0.23,2.50,0.01,0.00,33.57,6.03
11/21/2016,17.74,0.17,1.50,0.00,0.00,33.44,5.70
01/24/2008,17.75,0.19,0.00,0.00,0.00,33.61,6.45
04/17/2003,17.78,0.49,1.00,0.00,0.00,33.46,5.93
04/08/2002,17.79,0.47,2.00,0.00,0.00,33.63,5.74
04/16/2003,17.80,0.49,1.00,0.00,0.00,33.46,5.92
08/22/2008,17.80,0.17,2.00,0.00,0.00,33.56,6.57
04/11/2016,17.81,0.33,1.00,0.00,0.00,33.29,5.60
07/16/2012,17.82,0.49,2.00,0.00,0.00,33.46,6.64
07/18/2012,17.82,0.49,2.00,0.00,0.00,33.46,6.64
04/06/2018,17.83,0.78,7.00,0.33,5.90,34.14,4.04
08/21/2008,17.84,0.17,2.00,0.00,0.00,33.56,6.52
02/07/2003,17.89,0.42,2.00,0.00,0.00,33.58,5.63
07/17/2003,17.90,0.47,2.00,0.00,0.00,33.49,5.70
07/18/2003,17.90,0.47,2.00,0.00,0.00,33.49,5.69
07/16/2005,17.90,0.65,5.00,0.17,0.20,33.91,4.96
11/07/2009,17.90,0.39,3.00,0.00,0.30,33.71,5.85
01/10/2000,17.91,0.19,3.00,0.00,0.00,33.62,5.66
10/27/2011,17.94,0.38,1.40,0.00,0.30,33.59,6.07
01/09/2000,17.95,0.19,3.00,0.00,0.00,33.62,5.64
11/03/2015,17.96,0.17,4.00,0.01,0.00,33.42,6.17
04/04/2015,18.00,0.27,1.00,0.01,0.00,33.64,5.96
04/16/2003,18.01,0.49,2.00,0.00,0.00,33.44,5.79
10/28/2003,18.01,0.47,1.40,0.00,0.00,33.45,5.62
10/22/2018,18.04,0.69,4.10,0.44,3.60,34.17,4.39
08/17/2008,18.07,0.22,2.00,0.00,0.00,33.59,6.00
11/05/2012,18.07,0.29,1.40,0.02,0.40,33.57,6.19
07/19/2004,18.08,0.42,1.00,0.00,0.00,33.52,5.79
11/08/2004,18.10,0.47,2.00,0.00,0.00,33.47,5.69
04/04/2002,18.14,0.51,2.00,0.00,0.00,33.58,5.71
04/02/2016,18.14,0.25,1.00,0.00,0.00,33.31,5.54
01/29/2008,18.15,0.17,0.00,0.00,0.00,33.61,6.30
11/07/2019,18.15,0.13,2.00,0.00,0.00,33.54,5.57
07/28/2003,18.16,0.45,2.00,0.00,0.00,33.61,5.68
11/08/2019,18.18,0.13,1.70,0.01,0.00,33.54,5.55
02/03/2012,18.19,0.16,0.00,0.00,0.00,33.52,6.30
04/03/2002,18.22,0.49,2.00,0.00,0.00,33.58,5.63
04/03/2002,18.22,0.51,2.00,0.00,0.00,33.58,5.70
10/27/2003,18.22,0.47,1.00,0.00,0.00,33.47,5.62
01/17/2009,18.22,0.22,2.00,0.00,0.10,33.62,6.06
02/08/2002,18.25,0.47,1.00,0.00,0.00,33.61,5.72
01/24/2015,18.25,0.04,2.00,0.00,0.00,33.45,5.95
02/09/2002,18.26,0.47,2.00,0.00,0.00,33.61,5.79
01/12/2009,18.28,0.36,1.00,0.00,0.00,33.66,5.82
04/07/2014,18.28,0.35,0.30,0.00,0.00,33.61,5.74
11/09/2019,18.28,0.16,1.00,0.03,0.00,33.54,5.52
11/12/2019,18.28,0.16,1.00,0.03,0.00,33.54,5.52
07/11/2019,18.29,0.20,2.00,0.00,0.00,33.49,5.93
07/12/2019,18.29,0.20,2.00,0.00,0.00,33.50,5.71
07/13/2019,18.29,0.20,2.00,0.00,0.00,33.49,6.02
07/14/2004,18.32,0.46,1.00,0.00,0.00,33.51,5.94
02/12/2006,18.33,0.20,1.10,0.00,0.00,34.02,5.62
08/05/2011,18.38,0.27,0.00,0.00,0.00,33.63,2.88
10/29/2011,18.38,0.47,0.00,0.00,0.10,33.60,6.25
10/31/2011,18.38,0.47,0.00,0.00,0.10,33.60,6.25
10/28/2011,18.39,0.29,0.00,0.00,0.10,33.61,6.28
10/30/2011,18.39,0.31,0.00,0.00,0.10,33.61,6.28
10/27/2018,18.39,0.44,7.00,0.00,0.10,34.33,3.68
01/25/2015,18.43,0.11,1.00,0.00,0.00,33.46,5.83
04/08/2003,18.46,0.49,1.00,0.00,0.00,33.62,5.50
01/18/2013,18.48,0.23,1.00,0.00,0.00,33.58,5.61
01/19/2013,18.48,0.23,1.00,0.00,0.00,33.58,5.61
01/16/2013,18.49,0.23,0.00,0.00,0.00,33.59,5.36
01/17/2013,18.49,0.23,0.10,0.00,0.00,33.59,5.39
